mensaje,etiqueta
FELICIDADES Ana: bono de 199.000 COP. Reclama en https://secure.banco.org/link?t=8yln5xfaba,1
"Hola Diana, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",0
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?,1
"Hola Diana, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
🎁Has ganado un premio en Barranquilla. Confirma datos en https://m.meet.co/login?t=8xcl3r Contacto: 326 513 7163.,1
"Hola Camila, necesitamos confirmar tu información para completar el registro. Responde este mensaje. URGENTE",1
🔥Has ganado un premio en Santa Marta. Confirma datos en https://secure.drive.site/pedido?t=tt6yl,1
"Voy en camino, llego en 15 minutos. (ref 4167)",0
💳Has ganado un premio en Manizales. Confirma datos en https://promo.site/link?t=ut6dz37s Contacto: 305 825 3156.,1
"Hola Diana, por favor confirma si recibiste el mensaje anterior",0
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento. (ref 5972),0
¿Sigues interesado en la oferta? Quedo atento.,0
🎁Oferta exclusiva 15% OFF. Solo hoy: https://app.drive.co/curso?t=cug5t Contacto: 378 869 7597.,1
Crédito preaprobado hasta $199.000 COP. Responde SI para info ⚠️ Contacto: 307 696 3782.,1
Último aviso: verifica tu cuenta en https://app.universidad.site/invitacion?t=j1swbw5yf 📦,1
Te comparto el enlace del drive del proyecto: https://m.meet.com/invitaciont=qus5dwm5,0
Te comparto el enlace del drive del proyecto: https://secure.drive.site/invitacion?t=n3w9b6😊,0
¿Puedes revisar el documento y decirme si está listo para enviar?,0
Alerta banco: intento de compra. Confirma en https://secure.paqueteria.com/ver?t=cqyj7 ✅,1
Se aprobó tu solicitud. Envía tu número de documento para continuar 👍,1
"Hola Ana, por favor confirma si recibiste el mensaje anterior 💳",0
Se aprobó tu solicitud. Envía tu número de documento para continuar 🙏,1
Tu paquete está retenido. Confirma pago de $39.900 en https://m.universidad.com/archivo?t=trscp4,1
Aquí está el link del curso para mañana: https://app.empleo.co/confirmar?t=p65ve5pzg (ref 9898),0
"Hola Sebastián, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
Último aviso: verifica tu cuenta en https://m.banco.info/invitacion?t=h1voy 💳,1
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'. URGENTE,0
Te comparto el enlace del drive del proyecto: https://app.universidad.co/detalle?t=cvluef,0
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
Necesitamos validar unos datos pa continuar. ¿Puedes responder cuando puedas? (ref 7379),0
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'.,1
Alerta banco: intento de compra. Confirma en https://m.tienda.co/archivo?t=07yv4y ✅,1
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?,0
Último aviso: verifica tu cuenta en https://m.maps.net/promo?t=d8z62wu7t1 👍,1
"Te envié un enlace, revísalo por favor: https://m.meet.site/confirmar?t=0hqfhuokch",0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? 🙏 Contacto: 387 468 4641.,1
Tu paquete está retenido. Confirma pago de $199.000 COP en https://app.universidad.net/archivo?t=ib06r Contacto: 349 988 2062.,1
Se aprobó tu solicitud. Envía tu número de documento para continuar ✅,1
¿Sigues interesado en la oferta? Quedo atento.,0
📦Oferta exclusiva 20% OFF. Solo hoy: https://app.empleo.info/ver?t=u7xfjp2vh,1
FELICIDADES Carlos: bono de 49.900 COP. Reclama en https://secure.promo.co/pedido?t=wijqcf,1
"Voy en camino, llego en 15 minutos.",0
"Aprovecha 50% de descuento, si te interesa te paso detalles.",1
¿Puedes revisar el documento y decirme si está listo para enviar?,0
"Hola Diana, por favor confirma si recibiste el mensaje anterior 🙏 (ref 7836)",0
¿Puedes revisar el documento y decirme si está listo para enviar?,0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? 💰,1
"Voy en camino, llego en 15 minutos.",0
FELICIDADES Luis: bono de $49.900 COP. Reclama en https://m.promo.net/archivo?t=enrhm6ji,1
Último aviso: verifica tu cuenta en https://secure.maps.site/link?t=j0wq6xk9qx ⚠️,0
"Aprovecha 15% de descuento, si te interesa te paso detalles.",1
"Hola Mateo, ¿a qué hora nos vemos hoy pa la reunión?",0
Se aprobó tu solicitud. Envía tu número de documento para continuar,0
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'.,1
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'.,1
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'.,1
¿Viste la promo del supermercado? Hay 60% en algunos productos.,0
"La factura del internet ya quedó pagada, te mando el comprobante por https://www.meet.net/detalle?t=80mlpjuqn",0
"Voy en camino, llego en 15 minutos.😊",0
✅Has ganado un premio en Cartagena. Confirma datos en https://www.docs.site/login?t=44otpl0kuc,1
"Estoy en Cali por trabajo, regreso el domingo.",0
"Hola Valentina, necesitamos confirmar tu información para completar el registro. Responde este mensaje. Contacto: 379 493 3924.",1
Recuerda que mañana hay clase a las 8:00. (ref 4932),0
¿Viste la promo del supermercado? Hay 30% en algunos productos.,0
Crédito preaprobado hasta $399.000 COP. Responde SI para info,1
Recuerda que mañana hay clase a las 8:00.,0
"La factura del internet ya quedó pagada, te mando el comprobante por https://www.paqueteria.com/promo?t=2p93bzhu",0
Recuerda que mañana hay clase a las 8:00.,0
Tu beneficio vence la próxima semana. Reclama $79.900 COP en https://secure.soporte.com/curso?t=wb0mq2pyx Contacto: 382 924 6659.,1
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? Contacto: 346 792 4125.,1
¿Puedes confirmar tu dirección en Cali para la entrega?🙏 (ref 1051),0
FELICIDADES Luis: bono de 99.000 COP. Reclama en https://app.tienda.co/curso?t=8fmm5ap Contacto: 385 912 5925.,1
"Te envié un enlace, revísalo por favor: https://meet.co/login?t=c1z24😊 (ref 4089)",0
Tu paquete está retenido. Confirma pago de $249.000 COP en https://drive.site/invitacion?t=xnwpjlng,1
¿Puedes revisar el documento y decirme si está listo para enviar?,0
¿Me puedes enviar el archivo que mencionaste? Gracias. (ref 7201),0
¿Viste la promo del supermercado? Hay 60% en algunos productos.🙏,0
"Hola Ana, ¿a qué hora nos vemos hoy para la reunión?",0
Te comparto el enlace del drive del proyecto: https://www.banco.com/detalle?t=7iutb,0
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
Recuerda que mañana hay clase a las 8:00. (ref 9857),0
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'. Contacto: 310 102 6803.,1
Necesitamos validar unos datos pa continuar. ¿Puedes responder cuando puedas?,1
Aquí está el link del curso para mañana: https://m.promo.info/invitacion?t=b3nulvmgh (ref 7139),0
"La factura del internet ya quedó pagada, te mando el comprobante por https://soporte.com/detalle?t=0lpbhyz",0
🔥FELICIDADES Ana: bono de $79.900 COP. Reclama en https://m.maps.site/detalle?t=1ws4t4irjh Contacto: 308 271 3794.,1
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
💳FELICIDADES Sebastián: bono de 49.900 COP. Reclama en https://m.drive.co/archivo?t=fw8pnu2fe,1
"Te envié un enlace, revísalo por favor: https://www.tienda.org/link?t=41empcnhs1 (ref 5977)",0
👍Oferta exclusiva 60% OFF. Solo hoy: https://maps.co/detalle?t=cx7ftmfpi,1
Has ganado un premio en Cartagena. Confirma datos en https://m.drive.info/invitacion?t=gmgfwyf06z,1
🎁FELICIDADES María: bono de $599.000. Reclama en https://app.promo.co/confirmar?t=zs07r2cgi,1
Te comparto el enlace del drive del proyecto: https://drive.info/pedidot=20jpm5r59j,0
"Voy en camino, llego en 15 minutos.",0
Tu paquete está retenido. Confirma pago de $19.900 COP en https://app.paqueteria.net/link?t=b8c9umyn,1
🔥FELICIDADES Daniel: bono de $39.900. Reclama en https://maps.org/promo?t=wyrz336r,1
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?,0
"El mensajero dijo que el paquete llega el lunes, ojalá sin problema.",0
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?,0
"Hola Juan, por favor confirma si recibiste el mensaje anterior 👍",0
"Estoy en Bucaramanga por trabajo, regreso el domingo.👍",0
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'.,1
"El mensajero dijo que el paquete llega esta tarde, ojalá sin problema.",0
Tenemos una oportunidad laboral con pago semanal. Te interesa Contacto: 326 706 5821.,1
Último aviso: verifica tu cuenta en https://secure.paqueteria.info/login?t=ssd9nhr 👍,1
Recuerda que mañana hay clase a las 8:00.,0
👍FELICIDADES Diana: bono de 59.000 COP. Reclama en https://secure.universidad.org/detalle?t=f8fsost,0
Se aprobó tu solicitud. Envía tu número de documento para continuar 💰,1
"El mensajero dijo que el paquete llega el miércoles, ojalá sin problema.😊",0
"Te envié un enlace, revísalo por favor: https://www.meet.site/pedido?t=bqzbzgssvt😊",0
"El mensajero dijo que el paquete llega el martes, ojalá sin problema.",0
Se aprobó tu solicitud. Envía tu número de documento para continuar ✅,1
"La factura del internet ya quedó pagada, te mando el comprobante por https://secure.banco.info/archivo?t=5ylb088 (ref 3984)",0
Aquí está el link del curso para el miércoles: https://app.paqueteria.info/ver?t=x6a1o6,0
"Aprovecha 10% de descuento, si te interesa te paso detalles.",1
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa?,1
Te comparto el enlace del drive del proyecto: https://m.maps.org/promo?t=q0uqfq,0
Puedes revisar el documento y decirme si está listo para enviar,0
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
Tu paquete está retenido. Confirma pago de $129.000 en https://app.super.co/detalle?t=jr3cc,1
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? 📦 URGENTE,1
Te comparto el enlace del drive del proyecto: https://www.docs.site/curso?t=pung4d698c,0
¿Puedes confirmar tu dirección en Bucaramanga para la entrega? Contacto: 360 823 8207.,1
Crédito preaprobado hasta $9.900. Responde SI para info 👍 Contacto: 346 258 3626.,1
Recuerda que mañana hay clase a las 8:00.,1
Se aprobó tu solicitud. Envía tu número de documento para continuar,1
Tu beneficio vence el jueves. Reclama $129.000 en https://m.empleo.site/login?t=rl4w4c,1
Último aviso: verifica tu cuenta en https://www.super.net/confirmar?t=zcon7bf4c 🎁 Contacto: 354 635 5943. URGENTE,1
¿Puedes revisar el documento y decirme si está listo para enviar?,0
"El mensajero dijo que el paquete llega el viernes, ojalá sin problema.",0
Se aprobó tu solicitud. Envía tu número de documento para continuar ✅ Contacto: 308 726 9899.,1
"Hola Sebastián, necesitamos confirmar tu información para completar el registro. Responde este mensaje. URGENTE",1
¿Puedes confirmar tu dirección en Cali para la entrega?,1
✅Tu paquete está retenido. Confirma pago de 19.900 COP en https://maps.net/invitacion?t=obw4rh,1
"Aprovecha 40% de descuento, si te interesa te paso detalles.",1
Has ganado un premio en Barranquilla. Confirma datos en https://secure.empleo.co/login?t=rigqwow9w,1
🔥Has ganado un premio en Ibagué. Confirma datos en https://secure.docs.net/archivo?t=7gn0xtmzio,1
Recuerda que mañana hay clase a las 8:00.,0
📦Has ganado un premio en Cartagena. Confirma datos en https://universidad.org/pedido?t=sp9npeeuhu URGENTE,1
Oferta exclusiva 30% OFF. Solo hoy: https://tienda.org/link?t=90i2lt Contacto: 375 613 6936. URGENTE,1
"Aprovecha 35% de descuento, si te interesa te paso detalles. URGENTE",1
"Hola Paula, ¿a qué hora nos vemos el martes para la reunión?",0
Alerta banco: intento de compra. Confirma en https://www.docs.info/link?t=cym9csi,1
Se aprobó tu solicitud. Envía tu número de documento para continuar 🔥,1
"Hola Valentina, por favor confirma si recibiste el mensaje anterior 💳 URGENTE",1
"Hola María, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
Confirmación requerida para evitar el bloqueo de tu cuetna. Responde 'OK'.,1
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento. (ref 3953),0
Te comparto el enlace del drive del proyecto: https://app.banco.co/invitacion?t=iar8d6ga,0
"Hola Mateo, ¿a qué hora nos vemos el jueves para la reunión?",0
Último aviso: verifica tu cuenta en https://secure.paqueteria.site/login?t=6mzvfusm Contacto: 380 538 5117.,1
Te comparto el enlace del drive del proyecto: https://empleo.net/detalle?t=q3uijsa,0
"Hola Sebastián, por favor confirma si recibiste el mensaje anterior ✅",0
"Hola Ana, necesitamos confirmar tu información para completar el registro. Responde este mensaje. Contacto: 338 900 3801.",1
"Hola Valentina, ¿a qué hora nos vemos mañana para la reunión?",0
👍Tu paquete está retenido. Confirma pago de 599.000 COP en https://www.universidad.co/ver?t=t0xy6yzx6z,1
¿Puedes revisar el documento y decirme si está listo para enviar?,0
¿Puedes confirmar tu dirección en Bogotá para la entrega?,0
"La factura del internet ya quedó pagada, te mando el comprobante por https://paqueteria.site/detalle?t=ryxss66",0
Alerta banco: intento de compra. Confirma en https://docs.com/ver?t=yf2su5suk 💰,0
"La factura del internet ya quedó pagada, te mando el comprobante por https://m.promo.co/detalle?t=oh01q",0
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? ⚠️,1
Último aviso: verifica tu cuenta en https://soporte.info/detalle?t=yle9rrrw6,1
✅Tu paquete está retenido. Confirma pago de $59.000 COP en https://m.drive.co/promo?t=zp62l6 URGENTE,1
⚠️Has ganado un premio en Villavicencio. Confirma datos en https://www.drive.com/detalle?t=4pc8scj Contacto: 318 995 7276.,1
"Hola María, ¿a qué hora nos vemos el miércoles para la reunión?",0
"La factura del internet ya quedó pagada, te mando el comprobante por https://m.empleo.org/confirmar?t=cm3ei (ref 7677)",0
"Hola Camila, por favor confirma si recibiste el mensaje anterior 🙏",0
"Estoy en Barranquilla por trabajo, regreso el domingo.",0
Se aprobó tu solicitud. Envía tu número de documento para continuar 🔥,1
Tu beneficio vence hoy. Reclama $59.000 COP en https://promo.org/archivo?t=amw4x3s,1
¿Sigues interesado en la oferta? Quedo atento.,1
📦Tu paquete está retenido. Confirma pago de $29.900 en https://www.banco.com/ver?t=4dah6k8w URGENTE,1
¿Puedes revisar el documento y decirme si está listo para enviar?,0
Último aviso: verifica tu cuenta en https://www.super.co/link?t=u0ok44 ✅,1
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?,0
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'.,1
"La factura del internet ya quedó pagada, te mando el comprobante por https://maps.com/login?t=1vzld00k",0
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
Tu beneficio vence hoy. Reclama $59.000 en https://m.promo.org/login?t=oy0khnjzl5,1
"Te envié un enlace, revísalo porfa: https://secure.soporte.co/promot=hrp0a57d Contacto: 334 528 1365.",1
Último aviso: verifica tu cuenta en https://www.docs.site/archivo?t=brnsvoi ⚠️ Contacto: 329 318 4698. URGENTE,1
🔥Oferta exclusiva 20% OFF. Solo hoy: https://m.promo.net/promo?t=zmxf66u,1
Recuerda que mañana hay clase a las 8:00. (ref 1022),0
"El mensajero dijo que el paquete llega el lunes, ojalá sin problema.",0
"Te envié un enlace, revísalo por favor: https://secure.maps.net/link?t=bm9rpx",0
Alerta banco: intento de compra. Confirma en https://m.promo.site/archivo?t=h040bws7fx URGENTE,1
¿Puedes revisar el documento y decirme si está listo para enviar?,0
"Aprovecha 30% de descuento, si te interesa te paso detalles.",0
Recuerda que manana hay clase a las 8:00.,0
¿Sigues interesado en la oferta? Quedo atento.,0
¿Puedes revisar el documento y decirme si está listo para enviar?,0
"Estoy en Cali por trabajo, regreso el domingo.",0
Crédito preaprobado hasta $9.900 COP. Responde SI para info ⚠️,1
Aquí está el link del curso para este fin de semana: https://meet.net/curso?t=3cnn3yg,0
Alerta banco: intento de compra. Confirma en https://www.maps.org/ver?t=wd8yc 🔥,1
Alerta banco: intento de compra. Confirma en https://www.maps.net/curso?t=wcq0qaal ⚠️ Contacto: 370 435 5356.,1
Te comparto el enlace del drive del proyecto: https://app.super.co/login?t=mdeh2fbopa,0
Se aprobó tu solicitud. Envía tu número de documento para continuar 🙏,1
"Hola Sebastián, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
✅Tu paquete está retenido. Confirma pago de $9.900 en https://secure.universidad.org/login?t=sj788ebv,1
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'. URGENTE,1
¿Puedes revisar el documento y decirme si está listo para enviar?,0
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
"Hola Andrés, ¿a qué hora nos vemos la próxima semana para la reunión?",0
Alerta banco: intento de compra. Confirma en https://secure.paqueteria.info/logint=2jeji9a4 🙏 urgnt,1
¿Puedes revisar el documento y decirme si está listo pa enviar?,0
"Te envié un enlace, revísalo por favor: https://app.paqueteria.info/detallet=2zzcy",1
Se aprobó tu solicitud. Envía tu número de documento para continuar 🙏,1
Crédito preaprobado hasta $599.000 COP. Responde SI para info,1
Recuerda que mañana hay clase a las 8:00.,0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? 😊 Contacto: 397 618 4362.,1
"El mensajero dijo que el paquete llega el viernes, ojalá sin problema.🙏",0
"Hola Andrés, ¿a qué hora nos vemos esta tarde para la reunión?",0
"Estoy en Barranquilla por trabajo, regreso el domingo.",0
"El mensajero dijo que el paquete llega la próxima semana, ojalá sin problema.😊",0
"Voy en camino, llego en 15 minutos.",0
📦Oferta exclusiva 50% OFF. Solo hoy: https://empleo.site/detalle?t=sr3wu8a URGENTE,1
¿Puedes revisar el documento y decirme si está listo para enviar?,0
"La factura del internet ya quedó pagada, te mando el comprobante por https://www.empleo.com/invitacion?t=q3ktjg",0
"Hola Sebastián, ¿a qué hora nos vemos el lunes para la reunión? (ref 6013)",0
📦Tu paquete está retenido. Confirma pago de $14.900 en https://promo.net/curso?t=yca50d,1
Alerta banco: intento de compra. Confirma en https://secure.meet.org/confirmar?t=z70wwt5 💰,1
"Voy en camino, llego en 15 minutos.",0
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?,0
📦Has ganado un premio en Ibagué. Confirma datos en https://secure.docs.info/invitacion?t=c5bozs6t7,1
"Hola Paula, necesitamos confirmar tu información para completar el registro. Responde este mensaje. Contacto: 369 108 8104.",1
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?,1
"Aprovecha 15% de descuento, si te interesa te paso detalles.",1
¿Sigues interesado en la oferta? Quedo atento.,0
"Hola Diana, por favor confirma si recibiste el mensaje anterior ✅",0
Tu beneficio vence el lunes. Reclama $59.000 en https://www.promo.net/link?t=eiw8rlwjx3,1
Oferta exclusiva 60% OFF. Solo hoy: https://www.maps.com/promo?t=ak2ho70j0j,1
"Voy en camino, llego en 15 minutos.",0
"Voy en camino, llego en 15 minutos.",0
Crédito preaprobado hasta 599.000 COP. Responde SI para info,1
💳Oferta exclusiva 30% OFF. Solo hoy: https://app.drive.site/login?t=w5gpd,1
"El mensajero dijo que el paquete llega la próxima semana, ojalá sin problema.",0
¿Viste la promo del supermercado? Hay 35% en algunos productos.,0
"Aprovecha 10% de descuento, si te interesa te paso detalles.",0
¿Puedes revisar el documento y decirme si está listo para enviar?,0
Aquí está el link del curso pa esta tarde: https://maps.info/link?t=9wb5ip😊,0
Recuerda que mañana hay clase a las 8:00.,0
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
¿Sigues interesado en la oferta? Quedo atento.,1
Has ganado un premio en Ibagué. Confirma datos en https://app.soporte.com/pedido?t=vkbtyc,1
Aquí está el link del curso para hoy: https://secure.super.info/pedido?t=hrvf07j,0
Te comparto el enlace del drive del proyecto: https://m.super.net/login?t=tcx07j2j,0
¿Viste la promo del supermercado? Hay 15% en algunos productos. (ref 5218),0
Crédito preaprobado hasta $399.000 COP. Responde SI para info ✅,1
Tu beneficio vence hoy. Reclama 29.900 COP en https://www.drive.org/confirmar?t=7wrd5pvg8 URGENTE,1
💰FELICIDADES Diana: bono de $14.900. Reclama en https://app.drive.site/detallet=19eyb,1
😊Tu paquete está retenido. Confirma pago de $99.000 COP en https://app.soporte.net/pedido?t=v5hw2 URGENTE,1
Alerta banco: intento de compra. Confirma en https://universidad.co/invitacion?t=4hlq3b4ay 🎁 Contacto: 303 294 1605.,1
¿Puedes confirmar tu dirección en Bucaramanga para la entrega?,1
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'.,1
Crédito preaprobado hasta 59.000 COP. Responde SI para info,1
Tu beneficio vence el lunes. Reclama $99.000 COP en https://m.drive.info/confirmar?t=ef65f URGENTE,0
Aquí está el link del curso para esta noche: https://drive.com/curso?t=7sop2,0
Se aprobó tu solicitud. Envía tu número de documento para continuar 🙏,1
"Te envié un enlace, revísalo por favor: https://docs.info/archivo?t=1tjpbpdr7z",0
🔥Has ganado un premio en Bucaramanga. Confirma datos en https://www.soporte.com/curso?t=ivzmmsmoa URGENTE,1
Te comparto el enlace del drive del proyecto: https://drive.site/invitacion?t=fg85993,0
Se aprobó tu solicitud. Envía tu número de documento para continuar,1
"Hola Carlos, por favor confirma si recibiste el mensaje anterior 😊 Contacto: 328 947 9961.",0
"La factura del internet ya quedó pagada, te mando el comprobante por https://secure.promo.co/invitacion?t=o7m596k",0
Alerta banco: intento de compra. Confirma en https://drive.info/promo?t=wwkbdfmt 😊 Contacto: 318 279 1768.,1
"Te envié un enlace, revísalo por favor: https://app.empleo.org/curso?t=zd8gejb",0
"Voy en camino, llego en 15 minutos.😊",0
"Aprovecha 60% de descuento, si te interesa te paso detalles. Contacto: 377 518 7104.",1
"Hola Diana, por favor confirma si recibiste el mensaje anterior",0
Alerta banco: intento de compra. Confirma en https://app.maps.net/promo?t=ttiklo578 🙏 URGENTE,1
FELICIDADES Sofía: bono de 99.000 COP. Reclama en https://app.banco.info/confirmar?t=3i33r,1
Último aviso: verifica tu cuetna en https://empleo.co/promot=lfctirlc 🙏 Contacto: 349 209 2237.,1
📦Tu paquete está retenido. Confirma pago de 14.900 COP en https://secure.tienda.org/confirmar?t=dilkqi8rj URGENTE,1
Aquí está el link del curso para hoy: https://promo.net/ver?t=eywc5,0
📦Oferta exclusiva 40% OFF. Solo hoy: https://secure.drive.co/login?t=uchs2w Contacto: 374 492 6753.,1
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
"Aprovecha 50% de descuento, si te interesa te paso detalles.",0
Te comparto el enlace del drive del proyecto: https://app.tienda.net/confirmar?t=mbhjxjlb,0
"Hola Daniel, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?,1
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?,0
¿Viste la promo del supermercado? Hay 60% en algunos productos.🙏,0
Tu beneficio vence esta noche. Reclama 99.000 COP en https://super.net/detalle?t=cndh2 URGENTE,1
Aquí está el link del curso para este fin de semana: https://secure.docs.site/login?t=wla1xf,0
✅Oferta exclusiva 40% OFF. Solo hoy: https://m.maps.com/ver?t=6pp3fl Contacto: 316 600 8159.,1
"Hola Daniel, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
¿Puedes confirmar tu dirección en Bogotá pa la entrega?,1
📦FELICIDADES Sebastián: bono de 129.000 COP. Reclama en https://app.docs.site/archivot=yrsr5xgh7c,1
Te comparto el enlace del drive del proyecto: https://www.soporte.net/pedido?t=kf8fagmmkp,0
"Hola Mateo, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
"Voy en camino, llego en 15 minutos.",0
Tu beneficio vence esta noche. Reclama 49.900 COP en https://promo.org/pedido?t=epeg9,1
¿Viste la promo del supermercado? Hay 10% en algunos productos.,0
¿Sigues interesado en la oferta? Quedo atento.,1
⚠️Oferta exclusiva 70% OFF. Solo hoy: https://secure.soporte.com/promo?t=281y99r Contacto: 305 357 3178.,1
"Hola Camila, por favor confirma si recibiste el mensaje anterior 💰",0
Se aprobó tu solicitud. Envía tu número de documento para continuar 👍,1
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? 📦 Contacto: 347 260 1827. URGENTE,1
Aquí está el link del curso para el viernes: https://promo.site/login?t=kjlql50gf,0
"Hola Luis, necesitamos confirmar tu información para completar el registro. Responde este mensaje. Contacto: 307 377 9230. URGENTE",1
Crédito preaprobado hasta 99.000 COP. Responde SI para info 🙏,1
🎁Has ganado un premio en Bogotá. Confirma datos en https://app.paqueteria.info/promo?t=j804felcm,1
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? 🙏,1
¿Puedes confirmar tu dirección en Pereira para la entrega?,1
¿Sigues interesado en la oferta? Quedo atento.,1
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?,0
Último aviso: verifica tu cuenta en https://www.maps.org/ver?t=vqd64ng 🎁,1
"Voy en camino, llego en 15 minutos.",0
Crédito preaprobado hasta 249.000 COP. Responde SI para info 👍,1
Se aprobó tu solicitud. Envía tu número de documento para continuar 📦,1
¿Puedes revisar el documento y decirme si está listo para enviar?🙏,0
"El mensajero dijo que el paquete llega el miércoles, ojalá sin problema.",0
¿Puedes confirmar tu dirección en Medellín para la entrega?,1
Aquí está el link del curso para hoy: https://www.promo.info/link?t=qs9rxfi7z,0
Te comparto el enlace del drive del proyecto: https://www.universidad.co/invitacion?t=wsvtpg,0
Tu paquete está retenido. Confirma pago de $249.000 en https://maps.co/confrmt=1hri70b498,1
"La factura del internet ya quedó pagada, te mando el comprobante por https://www.universidad.org/confirmart=ci2zg4r",0
👍Has ganado un premio en Cali. Confirma datos en https://m.super.site/confirmar?t=8baut6e5,1
"El mensajero dijo que el paquete llega el jueves, ojalá sin problema.👍",0
"Hola María, necesitamos confirmar tu información pa completar el registro. Responde este mensaje.",1
"Aprovecha 60% de descuento, si te interesa te paso detalles.",0
"La factura del internet ya quedó pagada, te mando el comprobante por https://www.paqueteria.net/confirmar?t=nvzdxn",0
Tu beneficio vence el viernes. Reclama 99.000 COP en https://docs.site/ver?t=eo8xasb5,1
Tu beneficio vence mañana. Reclama 249.000 COP en https://banco.co/login?t=p03v2egme,1
Aquí está el link del curso para el miércoles: https://secure.paqueteria.info/login?t=kuh3tlouj,0
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
Has ganado un premio en Villavicencio. Confirma datos en https://secure.universidad.site/confirmar?t=fq760cvz4,1
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'.,1
Se aprobó tu solicitud. Envía tu número de documento para continuar,1
Te comparto el enlace del drive del proyecto: https://soporte.org/login?t=zu0wozcl,0
"La factura del internet ya quedó pagada, te mando el comprobante por https://www.universidad.info/curso?t=f61f5rt",0
Recuerda que mañana hay clase a las 8:00.,0
"Aprovecha 30% de descuento, si te interesa te paso detalles. (ref 9027)",0
Crédito preaprobado hasta 9.900 COP. Responde SI para info ✅,1
¿Me puedes enviar el archivo que mencionaste? Gracias. (ref 7697),0
"Hola Luis, por favor confirma si recibiste el mensaje anterior 🎁",0
Crédito preaprobado hasta $9.900 COP. Responde SI para info 😊,1
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'.,1
¿Sigues interesado en la oferta? Quedo atento.,0
😊Has ganado un premio en Bogotá. Confirma datos en https://www.meet.org/pedido?t=5tszkpp377 URGENTE,1
"Hola María, por favor confirma si recibiste el mensaje anterior 💰 Contacto: 347 556 9776.",1
"Hola Sebastián, por favor confirma si recibiste el mensaje anterior 💰🙏",0
Alerta banco: intento de compra. Confirma en https://app.tienda.info/link?t=zlm0fb8 ⚠️ URGENTE,1
🎁Has ganado un premio en Villavicencio. Confirma datos en https://app.tienda.info/confirmar?t=rh0n89vp,1
"Aprovecha 20% de descuento, si te interesa te paso detalles.",1
Recuerda que mañana hay clase a las 8:00. (ref 9250),0
¿Puedes revisar el documento y decirme si está listo para enviar?,0
